"OTUs";"taxa";"Aldex.kw.0.05";"Log_ratio.max";"Log_ratio.max2";"glmnet_sign.no0.CAU";"glmnet_sign.no0.CYM";"glmnet_sign.ext.CAU";"glmnet_sign.ext.CYM"
"OTU2584";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Kiloniellales.f__Kiloniellaceae.g__Tagaea.__";0;0;0;0;0;0;0
"OTU2585";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.g__Urania.1B.19_marine_sediment_group.s__uncultured_Planctomycetales";0;0;0;0;0;0;0
"OTU2586";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Paracaedibacterales.f__Paracaedibacteraceae.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2587";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__Puniceicoccaceae.g__Lentimonas.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2588";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_inops";0;0;0;0;0;0;0
"OTU2589";"d__Bacteria.p__Deferribacterota.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Geovibrio.__";0;0;0;0;0;0;0
"OTU2590";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UCG.005.s__uncultured_organism";0;0;0;0;0;0;0
"OTU2591";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Anaerotruncus.s__uncultured_compost";0;0;0;0;0;0;0
"OTU2592";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Thiohalorhabdales.f__Thiohalorhabdaceae.g__uncultured.s__uncultured_gamma";0;0;0;0;0;0;0
"OTU2593";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Saccharospirillaceae.g__Oleibacter.__";0;0;0;0;0;0;0
"OTU2594";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_faecis";0;0;0;0;0;0;0
"OTU2595";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__uncultured.s__mucus_bacterium";0;0;0;0;0;0;0
"OTU2596";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Nitrosococcales.f__Methylophagaceae.g__Marine_Methylotrophic_Group_3.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2597";"d__Bacteria.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Colwellbacteria.f__Candidatus_Colwellbacteria.g__Candidatus_Colwellbacteria.__";0;0;0;0;0;0;0
"OTU2598";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium._hallii_group.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2599";"d__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.Selenomonadales.f__Veillonellaceae.g__Dialister.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2600";"d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Geobacillus.__";0;0;0;0;0;0;0
"OTU2601";"d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Slackia.s__Slackia_isoflavoniconvertens";0;0;0;0;0;0;0
"OTU2602";"d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Microtrichaceae.g__uncultured.s__Acidimicrobidae_bacterium";0;0;0;0;0;0;0
"OTU2603";"d__Archaea.p__Hydrothermarchaeota.c__Hydrothermarchaeia.o__Hydrothermarchaeales.f__Hydrothermarchaeales.g__Hydrothermarchaeales.__";0;0;0;0;0;0;0
"OTU2604";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__SAR11_clade.f__Clade_III.g__Clade_III.s__unidentified_marine";0;0;0;0;0;0;0
"OTU2605";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UCG.002.s__uncultured_rumen";0;0;0;0;0;0;0
"OTU2606";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__bacterium_NLAE.zl.H13";0;0;0;0;0;0;0
"OTU2607";"d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__bacterium_ii1209";0;0;0;0;0;0;0
"OTU2608";"d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Trichococcus.__";0;0;0;0;0;0;0
"OTU2609";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinilabiliaceae.g__Saccharicrinis.s__Saccharicrinis_fermentans";0;0;0;0;0;0;0
"OTU2610";"d__Bacteria.p__Bdellovibrionota.c__Oligoflexia.o__053A03.B.DI.P58.f__053A03.B.DI.P58.g__053A03.B.DI.P58.s__uncultured_marine";0;0;0;0;0;0;0
"OTU2611";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU2612";"d__Bacteria.p__Sumerlaeota.c__Sumerlaeia.o__Sumerlaeales.f__Sumerlaeaceae.g__Sumerlaea.s__metagenome";0;0;0;0;0;0;0
"OTU2613";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Tropicimonas.s__Tropicimonas_aquimaris";0;0;0;0;0;0;0
"OTU2614";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfococcaceae.g__Desulfococcus.__";0;0;0;0;0;0;0
"OTU2615";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfosarcinaceae.g__uncultured.s__benzene_mineralizing";0;0;0;0;0;0;0
"OTU2616";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Milano.WF1B.44.f__Milano.WF1B.44.g__Milano.WF1B.44.s__uncultured_proteobacterium";0;0;0;0;0;0;0
"OTU2617";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_stercorea";0;0;0;0;0;0;0
"OTU2618";"d__Bacteria.p__Sva0485.c__Sva0485.o__Sva0485.f__Sva0485.g__Sva0485.s__uncultured_sediment";0;0;0;0;0;0;0
"OTU2619";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.g__Oceanicaulis.__";0;0;0;0;0;0;0
"OTU2620";"d__Bacteria.p__Halanaerobiaeota.c__Halanaerobiia.o__Halanaerobiales.f__Halobacteroidaceae.g__Orenia.s__uncultured_organism";0;0;0;0;0;0;0
"OTU2621";"d__Bacteria.p__Desulfobacterota.c__Desulfobulbia.o__Desulfobulbales.f__Desulfobulbaceae.g__Candidatus_Electrothrix.s__bacterium_enrichment";0;0;0;0;0;0;0
"OTU2622";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Pseudoalteromonadaceae.g__Psychrosphaera.__";0;0;0;0;0;0;0
"OTU2623";"d__Bacteria.p__Cloacimonadota.c__Cloacimonadia.o__Cloacimonadales.__.__.__";0;0;0;0;0;0;0
"OTU2624";"d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Helicobacteraceae.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2625";"d__Bacteria.p__Bdellovibrionota.c__Oligoflexia.o__Silvanigrellales.f__Silvanigrellaceae.__.__";0;0;0;0;0;0;0
"OTU2626";"d__Bacteria.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Simkaniaceae.__.__";0;0;0;0;0;0;0
"OTU2627";"d__Bacteria.p__Desulfobacterota.c__Desulfuromonadia.o__Desulfuromonadia.f__Geopsychrobacteraceae.g__Malonomonas.s__Malonomonas_rubra";0;0;0;0;0;0;0
"OTU2628";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prolixibacteraceae.g__Roseimarinus.__";0;0;0;0;0;0;0
"OTU2629";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Sedimenticolaceae.g__Candidatus_Thiodiazotropha.s__endosymbiont_of";0;0;0;0;0;0;0
"OTU2630";"d__Bacteria.p__Marinimicrobia_.SAR406_clade..c__Marinimicrobia_.SAR406_clade..o__Marinimicrobia_.SAR406_clade..f__Marinimicrobia_.SAR406_clade..g__Marinimicrobia_.SAR406_clade..s__uncultured_organism";0;0;0;0;0;0;0
"OTU2631";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Kordiimonadales.f__Temperatibacteraceae.g__Temperatibacter.__";0;0;0;0;0;0;0
"OTU2632";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Synechococcales.f__Cyanobiaceae.g__Synechococcus_MBIC10613.__";0;0;0;0;0;0;0
"OTU2633";"d__Bacteria.p__Nitrospinota.c__P9X2b3D02.o__P9X2b3D02.f__P9X2b3D02.g__P9X2b3D02.s__Candidatus_Tectomicrobia";0;0;0;0;0;0;0
"OTU2634";"d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2635";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Chloroplast.f__Chloroplast.g__Chloroplast.s__Picochlorum_sp.";0;0;0;0;0;0;0
"OTU2636";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Chloroplast.f__Chloroplast.g__Chloroplast.s__Eutreptia_viridis";0;0;0;0;0;0;0
"OTU2637";"d__Bacteria.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Treponema.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2638";"d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2639";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Robiginitalea.s__bacterium_WH1.4";0;0;0;0;0;0;0
"OTU2640";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Howardella.s__uncultured_organism";0;0;0;0;0;0;0
"OTU2641";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Cohaesibacter.s__Cohaesibacteraceae_bacterium";0;0;0;0;0;0;0
"OTU2642";"d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Adlercreutzia.__";0;0;0;0;0;0;0
"OTU2643";"d__Bacteria.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Yanofskybacteria.f__Candidatus_Yanofskybacteria.g__Candidatus_Yanofskybacteria.s__uncultured_organism";0;0;0;0;0;0;0
"OTU2644";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillaceae.g__Rhodospirillaceae.s__Rhodospirillum_sp.";0;0;0;0;0;0;0
"OTU2645";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcales.Tissierellales.g__Alkaliphilus.__";0;0;0;0;0;0;0
"OTU2646";"d__Bacteria.p__Patescibacteria.c__ABY1.o__Candidatus_Magasanikbacteria.f__Candidatus_Magasanikbacteria.g__Candidatus_Magasanikbacteria.__";0;0;0;0;0;0;0
"OTU2647";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__uncultured.s__uncultured_Eubacterium";0;0;0;0;0;0;0
"OTU2648";"d__Archaea.p__Thermoplasmatota.c__Thermoplasmatota.o__Thermoplasmatota.f__Thermoplasmatota.g__uncultured.s__uncultured_euryarchaeote";0;0;0;0;0;0;0
"OTU2649";"d__Bacteria.p__Synergistota.c__Synergistia.o__Synergistales.f__Synergistaceae.g__uncultured.s__uncultured_organism";0;0;0;0;0;0;0
"OTU2650";"d__Bacteria.p__Spirochaetota.c__Brevinematia.o__Brevinematales.f__Brevinemataceae.g__Brevinema.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2651";"d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__metagenome";0;0;0;0;0;0;0
"OTU2652";"d__Eukaryota.p__Basidiomycota.c__Tremellomycetes.o__Cystofilobasidiales.f__Mrakiaceae.g__Mrakiaceae.s__Tausonia_sp.";0;0;0;0;0;0;0
"OTU2653";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__GIF3.f__GIF3.g__GIF3.s__Dehalococcoidia_bacterium";0;0;0;0;0;0;0
"OTU2654";"d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__toluene.degrading_methanogenic";0;0;0;0;0;0;0
"OTU2655";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Halochromatium.s__Halochromatium_glycolicum";0;0;0;0;0;0;0
"OTU2656";"d__Bacteria.p__Desulfobacterota.c__Desulfobulbia.o__Desulfobulbales.f__Desulfocapsaceae.g__.Desulfobacterium._catecholicum_group.__";0;0;0;0;0;0;0
"OTU2657";"d__Bacteria.p__Bacteroidota.c__Rhodothermia.o__Balneolales.f__Balneolaceae.g__Balneola.s__marine_metagenome";0;0;0;0;0;0;0
"OTU2658";"d__Bacteria.p__Synergistota.c__Synergistia.o__Synergistales.f__Synergistaceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU2659";"d__Bacteria.p__Bacteroidota.c__Ignavibacteria.o__Ignavibacteriales.f__Melioribacteraceae.g__IheB3.7.s__uncultured_prokaryote";0;0;0;0;0;0;0
"OTU2660";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Ekhidna.s__Ekhidna_sp.";0;0;0;0;0;0;0
"OTU2661";"d__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.Selenomonadales.f__Selenomonadaceae.g__Megamonas.__";0;0;0;0;0;0;0
"OTU2662";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.__.__.__.__";0;0;0;0;0;0;0
"OTU2663";"d__Bacteria.p__Desulfobacterota.c__Desulfobulbia.o__Desulfobulbales.f__Desulfocapsaceae.g__Desulforhopalus.s__Desulforhopalus_singaporensis";0;0;0;0;0;0;0
"OTU2664";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__uncultured.f__uncultured.g__uncultured.s__uncultured_organism";0;0;0;0;0;0;0
"OTU2665";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcales.Tissierellales.g__Gottschalkia.s__uncultured_organism";0;0;0;0;0;0;0
"OTU2666";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfobacter.s__Desulfobacter_halotolerans";0;0;0;0;0;0;0
"OTU2667";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methyloligellaceae.__.__";0;0;0;0;0;0;0
"OTU2668";"d__Bacteria.p__Acidobacteriota.c__Blastocatellia.o__Blastocatellales.f__Blastocatellaceae.g__Blastocatella.__";0;0;0;0;0;0;0
"OTU2669";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__uncultured.s__uncultured_sediment";0;0;0;0;0;0;0
"OTU2670";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Marinomonadaceae.g__Marinomonas.__";0;0;0;0;0;0;0
"OTU2671";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.f__Hungateiclostridiaceae.g__UCG.012.__";0;0;0;0;0;0;0
"OTU2672";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Francisellales.f__Francisellaceae.g__Allofrancisella.__";0;0;0;0;0;0;0
"OTU2673";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfosarcinaceae.g__Desulfosarcinaceae.s__uncultured_delta";0;0;0;0;0;0;0
"OTU2674";"d__Bacteria.p__Firmicutes.c__Dethiobacteria.o__Dethiobacterales.f__Dethiobacteraceae.g__uncultured.s__uncultured_Gram.positive";0;0;0;0;0;0;0
"OTU2675";"d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Sulfurospirillaceae.g__Sulfurospirillum.s__uncultured_Campylobacterales";0;0;0;0;0;0;0
"OTU2676";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_FCS020_group.s__uncultured_organism";0;0;0;0;0;0;0
"OTU2677";"d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfoplanaceae.g__Desulfoplanes.s__uncultured_organism";0;0;0;0;0;0;0
"OTU2678";"d__Bacteria.p__Myxococcota.c__Myxococcia.o__Myxococcales.f__Myxococcaceae.__.__";0;0;0;0;0;0;0
"OTU2679";"d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.__.__";0;0;0;0;0;0;0
"OTU2680";"d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bdellovibrionales.f__Bdellovibrionaceae.g__OM27_clade.s__uncultured_delta";0;0;0;0;0;0;0
"OTU2681";"d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__Desulfovibrio_salexigens";0;0;0;0;0;0;0
"OTU2682";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfobotulus.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2683";"d__Bacteria.p__Proteobacteria.c__Magnetococcia.o__Magnetococcales.f__Magnetococcaceae.g__Magnetococcus.s__uncultured_Magnetococcus";0;0;0;0;0;0;0
"OTU2684";"d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Senegalimassilia.__";0;0;0;0;0;0;0
"OTU2685";"d__Bacteria.p__Acidobacteriota.c__AT.s3.28.o__AT.s3.28.f__AT.s3.28.g__AT.s3.28.__";0;0;0;0;0;0;0
"OTU2686";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__.Eubacterium._brachy_group.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2687";"d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae.g__Candidatus_Aquiluna.s__uncultured_organism";0;0;0;0;0;0;0
"OTU2688";"d__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.Selenomonadales.f__Veillonellaceae.g__Megasphaera.s__Megasphaera_stantonii";0;0;0;0;0;0;0
"OTU2689";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Muribaculum.__";0;0;0;0;0;0;0
"OTU2690";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcales.Tissierellales.g__Anaeromicrobium.__";0;0;0;0;0;0;0
"OTU2691";"d__Bacteria.p__Proteobacteria.c__Magnetococcia.o__Magnetococcales.f__Magnetococcaceae.g__Magnetococcus.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2692";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Chloroplast.f__Chloroplast.g__Chloroplast.s__Prasinoderma_coloniale";0;0;0;0;0;0;0
"OTU2693";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Zeaxanthinibacter.s__uncultured_Flavobacterium";0;0;0;0;0;0;0
"OTU2694";"d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2695";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Cellvibrionaceae.g__Agarilytica.s__gamma_proteobacterium";0;0;0;0;0;0;0
"OTU2696";"d__Bacteria.p__Sva0485.c__Sva0485.o__Sva0485.f__Sva0485.g__Sva0485.s__uncultured_hydrocarbon";0;0;0;0;0;0;0
"OTU2697";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__SPG12.461.471.B8.f__SPG12.461.471.B8.g__SPG12.461.471.B8.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2698";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__ER.E4.17.f__ER.E4.17.g__ER.E4.17.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2699";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__uncultured.s__uncultured_organism";0;0;0;0;0;0;0
"OTU2700";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium._ruminantium_group.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2701";"d__Bacteria.p__Patescibacteria.c__ABY1.o__Candidatus_Uhrbacteria.f__Candidatus_Uhrbacteria.g__Candidatus_Uhrbacteria.s__Candidatus_Uhrbacteria";0;0;0;0;0;0;0
"OTU2702";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Sulfitobacter.__";0;0;0;0;0;0;0
"OTU2703";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__AT.s2.59.f__AT.s2.59.g__AT.s2.59.s__uncultured_gamma";0;0;0;0;0;0;0
"OTU2704";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__t0.6.f.f__t0.6.f.g__t0.6.f.__";0;0;0;0;0;0;0
"OTU2705";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__eub62A3.f__eub62A3.g__eub62A3.s__uncultured_organism";0;0;0;0;0;0;0
"OTU2706";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__S085.f__S085.g__S085.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2707";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinilabiliaceae.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2708";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Verticiella.__";0;0;0;0;0;0;0
"OTU2709";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella.__";0;0;0;0;0;0;0
"OTU2710";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__661239.f__661239.g__661239.s__uncultured_Dehalococcoides";0;0;0;0;0;0;0
"OTU2711";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae.g__uncultured.s__uncultured_Chlorobi";0;0;0;0;0;0;0
"OTU2712";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcales.Tissierellales.g__Gottschalkia.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2713";"d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU2714";"d__Bacteria.p__Elusimicrobiota.c__Elusimicrobia.o__Lineage_IV.f__Lineage_IV.g__Lineage_IV.__";0;0;0;0;0;0;0
"OTU2715";"d__Bacteria.p__Caldatribacteriota.c__JS1.o__JS1.f__JS1.g__JS1.__";0;0;0;0;0;0;0
"OTU2716";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__Dehalococcoidia.f__Dehalococcoidia.g__Dehalococcoidia.__";0;0;0;0;0;0;0
"OTU2717";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Oceanirhabdus.__";0;0;0;0;0;0;0
"OTU2718";"d__Bacteria.p__Chloroflexi.c__JG30.KF.CM66.o__JG30.KF.CM66.f__JG30.KF.CM66.g__JG30.KF.CM66.s__uncultured_Chloroflexi";0;0;0;0;0;0;0
"OTU2719";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2720";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Maritimimonas.s__uncultured_prokaryote";0;0;0;0;0;0;0
"OTU2721";"d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__LWQ8.g__LWQ8.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2722";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__GIF9.f__AB.539.J10.__.__";0;0;0;0;0;0;0
"OTU2723";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Muribaculaceae.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU2724";"d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__Pseudodesulfovibrio_sp.";0;0;0;0;0;0;0
"OTU2725";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UCG.002.s__uncultured_organism";0;0;0;0;0;0;0
"OTU2726";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella.s__Turicimonas_muris";0;0;0;0;0;0;0
"OTU2727";"d__Bacteria.p__Cloacimonadota.c__Cloacimonadia.o__Cloacimonadales.f__LK.44f.g__LK.44f.s__uncultured_organism";0;0;0;0;0;0;0
"OTU2728";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Alloprevotella.s__uncultured_Bacteroidales";0;0;0;0;0;0;0
"OTU2729";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Nereida.s__Nereida_sp.";0;0;0;0;0;0;0
"OTU2730";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UCG.002.s__uncultured_Firmicutes";0;0;0;0;0;0;0
"OTU2731";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Muribaculaceae.__";0;0;0;0;0;0;0
"OTU2732";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Blastopirellula.s__bacterium_SH1.10";0;0;0;0;0;0;0
